Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
25-Jul-2016,EQ,2512.0,2563.2,2505.8,2515.1,2555.0,2558.95,2539.84,2770.0,2115.0,844398,2144638636.5,84598
22-Jul-2016,EQ,2498.9,2524.0,2492.0,2506.05,2514.95,2515.1,2510.5,2770.0,2115.0,758608,1904487472.6,65567
21-Jul-2016,EQ,2489.5,2519.5,2464.45,2494.95,2506.0,2506.05,2492.08,2770.0,2115.0,1263574,3148924110.4,91340
20-Jul-2016,EQ,2450.0,2502.5,2448.15,2466.2,2493.0,2494.95,2488.38,2770.0,2115.0,1407626,3502708967.45,95969
19-Jul-2016,EQ,2427.5,2472.8,2427.5,2433.45,2466.0,2466.2,2452.39,2770.0,2115.0,1181448,2897373190.6,77753
18-Jul-2016,EQ,2447.0,2469.0,2430.6,2445.35,2431.15,2433.45,2444.65,2770.0,2115.0,1299425,3176641794.85,66016
15-Jul-2016,EQ,2517.0,2527.8,2426.55,2521.9,2445.0,2445.35,2464.2,2770.0,2115.0,4168183,10271219349.75,156804
14-Jul-2016,EQ,2486.0,2529.0,2471.0,2493.1,2520.0,2521.9,2506.46,2770.0,2115.0,1349994,3383702712.4,66642
13-Jul-2016,EQ,2478.0,2499.25,2451.25,2464.95,2485.0,2493.1,2485.6,2770.0,2115.0,1051150,2612735736.35,45710
12-Jul-2016,EQ,2471.7,2475.0,2435.85,2464.15,2463.5,2464.95,2456.78,2770.0,2115.0,732768,1800249503.05,45288
11-Jul-2016,EQ,2430.0,2471.8,2427.0,2426.6,2469.0,2464.15,2455.17,2770.0,2115.0,771816,1894940180.8,55531
08-Jul-2016,EQ,2435.0,2442.05,2403.5,2429.8,2430.1,2426.6,2425.89,2770.0,2115.0,1228178,2979419611.15,68484
07-Jul-2016,EQ,2487.7,2491.85,2425.0,2485.3,2428.0,2429.8,2452.12,2770.0,2115.0,1658400,4066588669.55,99668
05-Jul-2016,EQ,2494.2,2497.05,2477.15,2494.2,2480.2,2485.3,2485.94,2770.0,2115.0,779874,1938717442.15,41404
04-Jul-2016,EQ,2516.0,2525.85,2482.0,2500.85,2485.35,2494.2,2507.92,2770.0,2115.0,941742,2361812587.55,50480
01-Jul-2016,EQ,2562.0,2564.6,2494.35,2553.1,2498.75,2500.85,2526.66,2770.0,2115.0,1098648,2775910959.0,55236
30-Jun-2016,EQ,2522.0,2562.9,2500.35,2502.9,2548.05,2553.1,2532.82,2770.0,2115.0,2560906,6486314138.05,103449
29-Jun-2016,EQ,2475.0,2512.5,2465.3,2463.95,2500.0,2502.9,2489.12,2770.0,2115.0,1265632,3150311553.8,64129
28-Jun-2016,EQ,2495.85,2502.9,2458.4,2495.85,2464.0,2463.95,2479.12,2770.0,2115.0,2249762,5577424971.25,114662
27-Jun-2016,EQ,2547.0,2547.0,2482.65,2573.95,2496.7,2495.85,2499.2,2770.0,2115.0,2136283,5338993014.8,138232
24-Jun-2016,EQ,2565.15,2593.2,2514.15,2645.35,2568.0,2573.95,2559.15,2770.0,2115.0,1883293,4819631293.95,62715
23-Jun-2016,EQ,2655.0,2659.5,2625.3,2667.65,2644.45,2645.35,2642.78,2770.0,2115.0,698507,1846002543.75,54736
22-Jun-2016,EQ,2650.0,2677.7,2631.75,2651.2,2661.05,2667.65,2660.15,2770.0,2115.0,880856,2343205233.4,44125
21-Jun-2016,EQ,2663.5,2665.0,2641.4,2659.3,2646.0,2651.2,2650.08,2770.0,2115.0,513845,1361728432.6,28193
20-Jun-2016,EQ,2602.6,2668.0,2591.8,2602.6,2657.0,2659.3,2647.08,2770.0,2115.0,936419,2478779488.85,50886
17-Jun-2016,EQ,2559.0,2610.0,2559.0,2558.3,2600.0,2602.6,2590.05,2770.0,2115.0,939494,2433336684.35,46942
16-Jun-2016,EQ,2545.55,2564.7,2516.45,2556.85,2557.0,2558.3,2539.78,2770.0,2115.0,572535,1454113954.05,59808
15-Jun-2016,EQ,2530.0,2564.9,2522.0,2534.85,2558.5,2556.85,2540.82,2770.0,2115.0,635422,1614492174.2,52990
14-Jun-2016,EQ,2558.95,2558.95,2518.25,2547.0,2540.0,2534.85,2531.47,2770.0,2115.0,488785,1237344284.0,55026
13-Jun-2016,EQ,2540.0,2553.35,2518.0,2555.75,2545.25,2547.0,2538.25,2770.0,2115.0,514989,1307170875.45,32894
10-Jun-2016,EQ,2566.0,2603.25,2553.2,2577.25,2554.0,2555.75,2571.67,2770.0,2115.0,698416,1796098182.05,46466
09-Jun-2016,EQ,2622.4,2622.4,2555.2,2613.1,2581.9,2577.25,2581.13,2770.0,2115.0,781069,2016042632.05,51060
08-Jun-2016,EQ,2617.25,2628.55,2605.5,2631.15,2615.0,2613.1,2615.77,2770.0,2115.0,469133,1227142241.65,26407
07-Jun-2016,EQ,2614.0,2639.0,2613.0,2612.5,2631.6,2631.15,2628.62,2770.0,2115.0,601097,1580055394.9,43777
06-Jun-2016,EQ,2620.5,2639.0,2603.2,2629.55,2610.0,2612.5,2618.59,2770.0,2115.0,661013,1730919629.55,35241
03-Jun-2016,EQ,2651.4,2658.0,2620.5,2650.15,2628.0,2629.55,2631.87,2770.0,2115.0,777461,2046178881.75,59436
02-Jun-2016,EQ,2600.0,2654.3,2600.0,2633.55,2654.0,2650.15,2635.94,2770.0,2115.0,704378,1856699431.4,57624
01-Jun-2016,EQ,2571.2,2645.0,2571.0,2569.4,2633.9,2633.55,2625.05,2770.0,2115.0,955971,2509470849.2,67647
31-May-2016,EQ,2640.0,2647.0,2562.0,2636.4,2567.5,2569.4,2581.37,2770.0,2115.0,1861304,4804709389.7,84299
30-May-2016,EQ,2583.0,2641.95,2582.0,2572.65,2636.05,2636.4,2617.5,2770.0,2115.0,674732,1766111536.45,46344
27-May-2016,EQ,2553.15,2579.85,2550.6,2548.7,2577.0,2572.65,2566.93,2770.0,2115.0,552338,1417814940.4,44676
26-May-2016,EQ,2530.0,2564.9,2505.1,2526.45,2560.0,2548.7,2537.2,2770.0,2115.0,971624,2465202922.3,59703
25-May-2016,EQ,2481.0,2532.95,2481.0,2467.7,2520.95,2526.45,2514.12,2770.0,2115.0,774339,1946783700.2,26986
24-May-2016,EQ,2484.0,2488.25,2459.6,2491.45,2468.6,2467.7,2467.63,2770.0,2115.0,669579,1652275660.35,30007
23-May-2016,EQ,2544.0,2545.9,2480.2,2529.3,2483.0,2491.45,2510.13,2770.0,2115.0,766508,1924036943.55,27319
20-May-2016,EQ,2542.3,2565.8,2522.8,2556.95,2529.9,2529.3,2542.91,2770.0,2115.0,615459,1565057535.9,43356
19-May-2016,EQ,2555.0,2560.0,2526.1,2551.1,2555.0,2556.95,2548.52,2770.0,2115.0,519396,1323692275.05,38811
18-May-2016,EQ,2565.85,2565.85,2526.05,2570.2,2553.0,2551.1,2543.29,2770.0,2115.0,750370,1908411835.35,48191
17-May-2016,EQ,2564.2,2591.25,2552.0,2551.15,2570.0,2570.2,2572.85,2770.0,2115.0,878349,2259857856.8,75704
16-May-2016,EQ,2538.0,2564.8,2522.5,2523.4,2552.75,2551.15,2543.39,2770.0,2115.0,555763,1413523384.3,38211
13-May-2016,EQ,2565.0,2566.0,2510.15,2566.2,2525.0,2523.4,2530.28,2770.0,2115.0,810865,2051718778.45,36862
12-May-2016,EQ,2520.55,2569.9,2520.55,2518.3,2566.0,2566.2,2554.51,2770.0,2115.0,756541,1932590566.45,52202
11-May-2016,EQ,2500.0,2525.6,2490.0,2522.9,2524.8,2518.3,2514.08,2770.0,2115.0,799358,2009648151.9,37888
10-May-2016,EQ,2515.0,2533.95,2496.0,2512.55,2522.9,2522.9,2515.63,2770.0,2115.0,579267,1457224317.35,47846
09-May-2016,EQ,2473.4,2518.0,2456.4,2473.4,2514.6,2512.55,2499.22,2770.0,2115.0,910638,2275885334.45,50476
06-May-2016,EQ,2465.0,2484.3,2431.0,2470.3,2479.0,2473.4,2456.6,2770.0,2115.0,442799,1087778645.55,29141
05-May-2016,EQ,2478.0,2489.95,2463.55,2478.0,2469.3,2470.3,2472.47,2770.0,2115.0,623283,1541048678.15,34994
04-May-2016,EQ,2473.9,2494.05,2457.0,2478.1,2478.0,2478.0,2472.4,2770.0,2115.0,682446,1687276873.0,32957
03-May-2016,EQ,2525.0,2530.0,2472.0,2526.7,2473.9,2478.1,2496.18,2770.0,2115.0,1076559,2687283771.8,46517
02-May-2016,EQ,2529.0,2530.0,2500.0,2535.5,2525.1,2526.7,2516.27,2770.0,2115.0,558346,1404946984.4,33410
29-Apr-2016,EQ,2517.0,2542.0,2510.0,2527.75,2540.1,2535.5,2529.22,2770.0,2115.0,1186089,2999874438.9,78355
28-Apr-2016,EQ,2501.3,2540.0,2498.1,2511.1,2527.0,2527.75,2526.07,2770.0,2115.0,2496372,6306021297.4,93432
27-Apr-2016,EQ,2480.0,2514.6,2475.9,2489.8,2511.5,2511.1,2502.32,2770.0,2115.0,924335,2312980759.75,58165
26-Apr-2016,EQ,2449.0,2493.5,2442.0,2451.25,2488.0,2489.8,2473.61,2770.0,2115.0,1277184,3159254631.3,76806
25-Apr-2016,EQ,2402.3,2457.05,2402.3,2417.05,2453.0,2451.25,2441.63,2770.0,2115.0,1133827,2768388615.85,56820
22-Apr-2016,EQ,2419.0,2435.4,2404.2,2424.4,2423.4,2417.05,2420.24,2770.0,2115.0,982063,2376831048.35,54414
21-Apr-2016,EQ,2451.0,2467.4,2412.2,2450.35,2418.2,2424.4,2440.23,2770.0,2115.0,1262862,3081673106.25,64118
20-Apr-2016,EQ,2534.9,2534.9,2440.0,2519.75,2453.0,2450.35,2472.11,2770.0,2115.0,3202512,7916958058.35,118381
18-Apr-2016,EQ,2453.0,2553.5,2440.0,2526.2,2522.4,2519.75,2495.75,2770.0,2115.0,3560752,8886759956.75,185897
13-Apr-2016,EQ,2530.0,2545.0,2512.5,2518.15,2528.0,2526.2,2524.85,2770.0,2115.0,800734,2021736752.75,51204
12-Apr-2016,EQ,2498.0,2525.0,2488.1,2506.65,2520.05,2518.15,2502.73,2770.0,2115.0,651814,1631314698.85,41843
11-Apr-2016,EQ,2433.0,2517.0,2413.0,2432.05,2506.05,2506.65,2456.71,2770.0,2115.0,1200324,2948846493.4,56962
08-Apr-2016,EQ,2466.0,2473.7,2427.0,2470.8,2432.0,2432.05,2438.52,2770.0,2115.0,699750,1706355354.15,51781
07-Apr-2016,EQ,2480.0,2484.7,2457.0,2481.9,2466.25,2470.8,2470.69,2770.0,2115.0,1195471,2953639685.55,50556
06-Apr-2016,EQ,2470.0,2489.0,2459.35,2462.75,2481.0,2481.9,2477.67,2770.0,2115.0,881575,2184255309.75,48213
05-Apr-2016,EQ,2470.8,2484.9,2442.05,2471.25,2460.0,2462.75,2459.72,2770.0,2115.0,745897,1834699992.8,39144
04-Apr-2016,EQ,2456.0,2488.0,2447.0,2453.9,2476.4,2471.25,2462.56,2770.0,2115.0,876176,2157634013.4,56839
01-Apr-2016,EQ,2505.0,2520.85,2434.1,2520.3,2458.0,2453.9,2467.96,2770.0,2115.0,1520700,3753029123.65,86567
31-Mar-2016,EQ,2478.3,2550.0,2472.15,2489.5,2530.0,2520.3,2510.45,2770.0,2115.0,2181982,5477752815.8,76600
30-Mar-2016,EQ,2470.9,2505.0,2460.0,2469.4,2490.0,2489.5,2490.18,2770.0,2115.0,1068252,2660138879.55,66443
29-Mar-2016,EQ,2478.0,2486.95,2455.0,2473.4,2462.4,2469.4,2472.49,2770.0,2115.0,919398,2273205293.65,32196
28-Mar-2016,EQ,2491.0,2517.15,2461.55,2473.8,2476.0,2473.4,2478.01,2770.0,2115.0,1660441,4114582547.1,82490
23-Mar-2016,EQ,2487.9,2487.9,2457.3,2473.1,2479.6,2473.8,2473.02,2770.0,2115.0,1139217,2817311940.5,55908
22-Mar-2016,EQ,2442.0,2485.0,2436.5,2446.25,2470.65,2473.1,2456.21,2770.0,2115.0,975992,2397240026.25,63517
21-Mar-2016,EQ,2426.0,2454.95,2420.0,2425.85,2449.05,2446.25,2434.69,2770.0,2115.0,1168491,2844918942.2,68915
18-Mar-2016,EQ,2360.0,2430.0,2360.0,2352.05,2421.4,2425.85,2408.6,2770.0,2115.0,1602035,3858668680.5,102942
17-Mar-2016,EQ,2334.0,2361.8,2332.0,2327.05,2349.0,2352.05,2347.85,2770.0,2115.0,1110544,2607391322.65,51558
16-Mar-2016,EQ,2315.0,2332.0,2306.9,2329.9,2323.55,2327.05,2320.16,2770.0,2115.0,959123,2225314511.3,47662
15-Mar-2016,EQ,2349.05,2363.5,2320.1,2355.0,2330.25,2329.9,2333.27,2770.0,2115.0,811678,1893864662.9,34040
14-Mar-2016,EQ,2362.0,2398.0,2340.0,2365.25,2346.1,2355.0,2361.38,2770.0,2115.0,818371,1932483561.6,50401
11-Mar-2016,EQ,2340.0,2390.85,2335.0,2348.3,2360.0,2365.25,2369.33,2770.0,2115.0,765264,1813160612.1,60976
10-Mar-2016,EQ,2356.05,2359.85,2314.95,2357.25,2347.0,2348.3,2329.26,2770.0,2115.0,830833,1935228919.75,47391
09-Mar-2016,EQ,2341.0,2369.4,2295.15,2354.3,2360.0,2357.25,2326.68,2770.0,2115.0,1008892,2347365913.2,45459
08-Mar-2016,EQ,2342.1,2367.0,2304.2,2357.55,2351.0,2354.3,2342.85,2770.0,2115.0,634076,1485546744.9,33078
04-Mar-2016,EQ,2380.0,2380.0,2349.55,2373.15,2369.85,2357.55,2362.52,2812.1,2115.0,756483,1787209075.4,32716
03-Mar-2016,EQ,2336.0,2391.0,2301.0,2318.85,2369.4,2373.15,2356.33,2812.1,2115.0,1324142,3120109870.55,61441
02-Mar-2016,EQ,2305.0,2330.0,2256.25,2276.65,2320.1,2318.85,2288.84,2812.1,2115.0,763743,1748081932.1,42118
01-Mar-2016,EQ,2193.0,2285.1,2162.0,2176.8,2281.0,2276.65,2257.79,2812.1,2115.0,999880,2257516902.5,50318
29-Feb-2016,EQ,2237.0,2237.0,2115.0,2210.5,2172.0,2176.8,2184.95,2812.1,2115.0,1095859,2394398681.65,47672
26-Feb-2016,EQ,2229.7,2256.9,2199.6,2212.85,2219.9,2210.5,2218.03,2812.1,2164.0,768768,1705153693.5,37353
25-Feb-2016,EQ,2219.8,2228.0,2185.65,2210.95,2224.2,2212.85,2204.85,2812.1,2164.0,915278,2018048988.1,45678
24-Feb-2016,EQ,2262.45,2262.45,2201.2,2264.0,2216.0,2210.95,2230.36,2812.1,2164.0,829664,1850451615.05,38290
23-Feb-2016,EQ,2310.25,2319.9,2256.75,2315.9,2258.1,2264.0,2277.26,2812.1,2164.0,653426,1488024069.4,42218
22-Feb-2016,EQ,2320.25,2343.0,2305.0,2319.65,2325.0,2315.9,2330.06,2812.1,2164.0,662442,1543532713.85,49580
19-Feb-2016,EQ,2307.35,2327.0,2305.45,2315.85,2314.9,2319.65,2317.45,2812.1,2164.0,439506,1018533549.05,60217
18-Feb-2016,EQ,2285.0,2319.75,2278.0,2275.55,2312.1,2315.85,2301.08,2812.1,2164.0,764570,1759338646.95,31762
17-Feb-2016,EQ,2265.0,2279.65,2246.4,2265.55,2279.65,2275.55,2265.3,2812.1,2164.0,792589,1795454857.9,36080
16-Feb-2016,EQ,2266.0,2282.0,2243.0,2269.15,2262.5,2265.55,2260.28,2812.1,2164.0,794351,1795456148.95,40886
15-Feb-2016,EQ,2250.0,2306.85,2240.0,2226.6,2262.0,2269.15,2278.07,2812.1,2164.0,1239856,2824480330.05,62877
12-Feb-2016,EQ,2200.0,2243.4,2164.0,2197.95,2226.3,2226.6,2214.47,2812.1,2164.0,1086284,2405540712.65,85740
11-Feb-2016,EQ,2280.0,2289.0,2171.65,2268.8,2179.35,2197.95,2231.27,2812.1,2171.65,981204,2189332214.9,73416
10-Feb-2016,EQ,2275.0,2289.9,2258.1,2281.4,2283.0,2268.8,2271.48,2812.1,2243.0,945366,2147378289.9,65549
09-Feb-2016,EQ,2333.6,2333.6,2255.6,2362.95,2280.7,2281.4,2276.64,2812.1,2243.0,1244805,2833977865.55,74469
08-Feb-2016,EQ,2400.0,2412.05,2347.0,2421.95,2354.3,2362.95,2385.01,2812.1,2243.0,531829,1268416646.8,29355
05-Feb-2016,EQ,2408.1,2439.95,2408.1,2420.05,2424.0,2421.95,2425.99,2812.1,2243.0,701498,1701826384.1,80411
04-Feb-2016,EQ,2421.9,2440.0,2402.0,2416.3,2423.0,2420.05,2419.99,2812.1,2243.0,625023,1512552462.75,42532
